version,num_iter,epsilon,training_time,average_score,all_scores
ver1,10,N/A,5.2259910106658936,-1083.64,-1022.9689110436784,-1029.660057024698,-1183.3260659548553,-1322.1643090038879,-1201.4800169946507,-1360.1543532383844,-1508.7526302993172,-1083.5199491479311,-989.3590258659224,-1218.6976036223678,
ver1,100,N/A,43.27681112289429,-854.357,-963.079020874311,-1072.7840198834997,-747.2901969100333,-629.0062765069152,-1043.6853606989966,-1065.148540521661,-875.4045309734264,-814.164053587824,-632.227836691432,-1555.1354984208326,
ver1,20,N/A,10.075204372406006,-1066.44,-1318.8533200468448,-1113.7150385998411,-1024.3417580063692,-1415.3327452872984,-1338.5890741928472,-1042.7457893474289,-908.2505327099393,-1186.129750324991,-1196.591509276252,-1186.2832866445242,
ver1,50,N/A,22.508953332901,-985.824,-1174.6241344574191,-861.4513811093335,-1192.962615794335,-796.7086931259183,-1234.356689445033,-1245.8577515615325,-871.9512239129725,-862.1464860485476,-1306.4615050086372,-1297.5447981704706,
ver2,100,0.0001,706.2939462661743,-1448.28,-1933.7868829348943,-1612.1563952023146,-1243.3893485935173,-1673.1655261117196,-1787.7686550208189,-1767.3752204259592,-1932.9866715573414,-1371.043507847777,-1160.0814880300445,-1449.2995196249894,
ver2,100,0.001,684.3323659896851,-1297.28,-1472.1411031070006,-1679.688315955048,-1133.9353724762452,-1243.7955014091676,-1585.49208880801,-1921.4749700292086,-1100.0862331086807,-1402.3219565119914,-1441.6067860344986,-1289.4939349356232,
ver2,100,0.01,688.8080561161041,-1437.15,-1558.287043211817,-1495.591125053411,-1557.2878669631082,-1600.7074551316425,-1656.645963289334,-1557.9074142645065,-1497.3735172929157,-1552.102275556521,-1652.0532864699262,-1680.7319518815027,
ver2,10,0.0001,69.01900219917297,-1375.96,-1529.922112575515,-1730.7340797508366,-1667.283161106896,-1381.3752471146317,-1596.3896018522967,-1501.7193446646668,-1228.7913873046982,-1657.7082719859768,-1467.3718936664459,-1374.3115427748382,
ver2,10,0.001,66.82630109786987,-1275.31,-1448.6115424281663,-1696.8612478345995,-1262.991128649764,-1399.4318982947166,-1522.2924294692546,-1176.2718389701736,-1256.1642945359915,-1259.5832647965206,-1552.5203029376864,-1453.7234032149581,
ver2,10,0.01,70.27893543243408,-1278.22,-1334.99073721533,-1474.1155561496466,-1244.5690181177567,-1309.9493428783587,-1082.6586936754145,-1655.898589865507,-1290.5395561302707,-1775.8627620941827,-1053.483375198248,-1838.4000375775072,
ver2,20,0.0001,136.58407354354858,-1497.56,-1420.5199284443913,-1935.7806784085574,-1607.8729001216623,-1884.5328411890862,-1739.9988241914177,-1576.7754597662586,-1839.576488412101,-1591.0457434421576,-1438.2168310561096,-1438.8627330016861,
ver2,20,0.001,135.20012760162354,-1381.43,-1855.380715170025,-1543.9452606088228,-1395.033046648336,-1511.5898811401457,-1330.944958860916,-1392.6176936285183,-1485.4678528434613,-1607.2890117546312,-1320.4854903563628,-1752.9645329920634,
ver2,20,0.01,140.92793035507202,-1602.7,-1749.4155269334753,-1604.391103000921,-1823.775475918699,-1814.1470787868566,-1752.0952575902763,-1762.5419858471419,-1735.5560441156674,-1734.8593336023594,-1852.5068298715494,-1800.4039770430927,
ver2,50,0.0001,347.0967843532562,-1636.5,-1713.839898326652,-1888.7410515413515,-1804.868450943046,-1753.774617345262,-1813.4141301212906,-1688.3480918527546,-1801.9256529977965,-1868.6939495742672,-1811.6405523024546,-1856.2364226089098,
ver2,50,0.001,345.4789152145386,-1687.55,-1795.3091691546617,-1938.0372357547749,-1875.074990404144,-1808.1189763217483,-1754.5421165206624,-1810.3976762284274,-1935.141402635513,-1771.4071109072904,-1915.35858450845,-1959.6487388424441,
ver2,50,0.01,348.0471065044403,-1447.49,-1464.006318703036,-1482.7664465789426,-1526.0677614712406,-1437.946629203206,-1412.5372687875206,-1910.4544166747041,-1546.5066211908495,-1945.1944514979402,-1439.577418209139,-1757.3515260161535,
